 Generated on 02-Apr-2026 at 12:10:30 using ROSCO-v2.6.0
                Time          WE_Cp                    WE_b                     WE_w                     WE_t                     WE_Vm                    WE_Vt                    WE_Vw                    WE_lambda                PC_PICommand             GenSpeedF                RotSpeedF                NacIMU_FA_AccF           FA_AccF                  Fl_PitCom                PC_MinPit                axisTilt_1P              axisYaw_1P               axisTilt_2P              axisYaw_2P               YawRateCom               NacHeadingTarge          NacVaneOffset            Yaw_err                  YawState                 FF_PitchRate             REWS                     REWS_f                   REWS_b                   GenTq                    VS_State                 PltFomPtchRate           PltFomPtchRateF
               (sec)          [-]                      [-]                      [-]                      [-]                      [m/s]                    [m/s]                    [m/s]                    [rad]                    [rad]                    [rad/s]                  [rad/s]                  [rad/s]                  [m/s]                    [rad]                    [rad]                                                                                                                        [rad/s]                  [rad]                    [rad]                    [rad]                                             [rad/s]                  [m/s]                    [m/s]                    [m/s]                    [Nm]                                              [rad/s]                  [rad/s]        
             0.11250              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              1.40955E-07              1.20000E+01              7.98080E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.12500              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              2.03644E-07              1.20000E+01              7.98080E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.13750              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              2.84463E-07              1.20000E+01              7.98080E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.15000              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              3.86469E-07              1.20000E+01              7.98080E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.16250              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              5.12948E-07              1.20000E+01              7.98080E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.17500              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              6.67413E-07              1.20000E+01              7.98080E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.18750              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              8.53607E-07              1.20000E+01              7.98079E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.20000              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              1.07550E-06              1.20000E+01              7.98079E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.21250              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              1.33727E-06              1.20000E+01              7.98078E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.22500              3.18751E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20000E+01              1.64336E-06              1.20000E+01              7.98078E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.23750              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              1.99838E-06              1.20001E+01              7.98078E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.25000              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              2.40720E-06              1.20001E+01              7.98077E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.26250              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              2.87490E-06              1.20001E+01              7.98076E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.27500              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              3.40676E-06              1.20001E+01              7.98076E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.28750              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              4.00830E-06              1.20001E+01              7.98075E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.30000              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              4.68522E-06              1.20001E+01              7.98074E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.31250              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              5.44346E-06              1.20001E+01              7.98073E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.32500              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20001E+01              6.28915E-06              1.20001E+01              7.98072E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.33750              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20002E+01              7.22862E-06              1.20002E+01              7.98071E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.35000              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20002E+01              8.26841E-06              1.20002E+01              7.98070E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.36250              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20002E+01              9.41524E-06              1.20002E+01              7.98069E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.37500              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20002E+01              1.06760E-05              1.20002E+01              7.98068E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.38750              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20002E+01              1.20579E-05              1.20002E+01              7.98067E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.40000              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20002E+01              1.35682E-05              1.20003E+01              7.98065E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.41250              3.18750E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20003E+01              1.52142E-05              1.20003E+01              7.98064E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.42500              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20003E+01              1.70038E-05              1.20003E+01              7.98062E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.43750              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20003E+01              1.89447E-05              1.20003E+01              7.98060E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.45000              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20003E+01              2.10449E-05              1.20004E+01              7.98058E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.46250              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20004E+01              2.33125E-05              1.20004E+01              7.98057E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.47500              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20004E+01              2.57558E-05              1.20004E+01              7.98055E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.48750              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20004E+01              2.83833E-05              1.20005E+01              7.98052E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.50000              3.18749E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20005E+01              3.12035E-05              1.20005E+01              7.98050E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.51250              3.18748E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20005E+01              3.42252E-05              1.20005E+01              7.98048E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.52500              3.18748E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20005E+01              3.74571E-05              1.20006E+01              7.98045E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.53750              3.18748E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20006E+01              4.09084E-05              1.20006E+01              7.98043E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.55000              3.18748E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20006E+01              4.45880E-05              1.20007E+01              7.98040E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.56250              3.18748E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20007E+01              4.85051E-05              1.20007E+01              7.98037E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.57500              3.18748E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20007E+01              5.26690E-05              1.20007E+01              7.98034E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.58750              3.18747E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20007E+01              5.70890E-05              1.20008E+01              7.98031E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
             0.60000              3.18747E-01              1.11841E-01              7.91681E-01              1.97868E+07              1.20008E+01              6.17747E-05              1.20008E+01              7.98028E+00              1.11841E-01              7.91681E-01              7.91681E-01              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              0.00000E+00              1.20000E+01              1.20000E+01              1.20000E+01              1.97868E+07              4.00000E+00              0.00000E+00              0.00000E+00
