0.000000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.012500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.025000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.037500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.050000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.062500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.075000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.087500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.100000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.112500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.125000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.137500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.150000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.162500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.175000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.187500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.200000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.212500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.225000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.237500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.250000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.262500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.275000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.287500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.300000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.312500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.325000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.337500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.350000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.362500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.375000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.387500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.400000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.412500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.425000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.437500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.450000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.462500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.475000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.487500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.500000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.512500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.525000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.537500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.550000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.562500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.575000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.587500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.600000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.612500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.625000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.637500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.650000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.662500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.675000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.687500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.700000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.712500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.725000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.737500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.750000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.762500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.775000,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.787500,12.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
